query,top tables,target table,target answer
who wrote the song i got the power,Led Zeppelin concerts_D83948EE876DCA54,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Stairway to Heaven_61F7977111FFAC01,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,"Lucky Man (Emerson, Lake & Palmer song)_6BFF284DCD2A158B",The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Cop Car (Keith Urban song)_F272495AF9D9120C,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Loire_2A171B2DD7EE8676,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Jane the Virgin (season 4)_12253B6DA39B1F8D,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Up the Ladder to the Roof_721FABB52A0F09C4,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,America's Next Top Model (cycle 22)_834E3B23066FE217,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Prince (musician)_4B509AB1A6D5FCEB,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,We're Not Gonna Take It (Twisted Sister song)_3AE777A83DF1D819,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Who Framed Roger Rabbit_E50990B4E441B076,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,The Supremes_F0E7DD38DC9AB644,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,The Weight_F0E7DD38DC9AB644,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,America's Next Top Model (cycle 20)_F9A6F3B4DD78EA02,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Come Together_7BBD5846A85EA975,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Memoirs of a Geisha (film)_698A4865DA780121,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Money (That's What I Want)_882C627514CD88CA,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Hallelujah (Leonard Cohen song)_6A307490E5CDCB4D,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,I'm Gonna Make You Love Me_F0E7DD38DC9AB644,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Crazy Little Thing Called Love_3EF9F4E37D11DEBE,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Alone (Heart song)_7EF7E4B784F86FC5,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,"Good Night, and Good Luck_12A1C06A8B2A049C",The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Draft Dodger Rag_5E582ECB597A8B73,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,List of Dragon Ball Super episodes_86DC62428AA4B46E,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,The Who Tour 1982_43A9E714CC4EEE3B,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,In My Time of Dying_8DDF1655177E5A5D,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Led Zeppelin Australasian Tour 1972_6462F519E497C6A6,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Just Dance (song)_864BFFFF6A1CAD11,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Blue Moon (1934 song)_8B38C03F6D4E758B,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Stay (Maurice Williams song)_8B38C03F6D4E758B,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Who's Lovin' You_8E9C1CB75741BF38,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Train Kept A-Rollin'_7BBD5846A85EA975,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,A Brand New Day (The Wiz song)_73B3B9E396D86396,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Grammy Award for Song of the Year_613D602FEC3231DC,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Endless Love (song)_FD2703EABDEC634F,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Nobody's Fault but Mine_61F7977111FFAC01,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Led Zeppelin (album)_61F7977111FFAC01,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,You Keep Me Hangin' On_3B0B11D134500B7D,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,My Bucket's Got a Hole in It_FBB3AF3C0A6B104C,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,List of Dragon Ball Z episodes_62A85A7F9EC02D07,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Waitin' on a Woman_3C21E7C9DB05CB28,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Stop! In the Name of Love_F0E7DD38DC9AB644,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Good Old Days (Macklemore song)_9282DC2244F166DA,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Without You (Badfinger song)_FD2703EABDEC634F,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,In the Mood_A8790BFCA4587575,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Chip Away the Stone_C6314B6842281CC4,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,He Didn't Have to Be_3C21E7C9DB05CB28,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,It's My Life (Bon Jovi song)_EB4432B95556FC18,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Sparkle (1976 film)_F0E7DD38DC9AB644,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Infinity on High_540AD1FF22E8E062,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Just the Way You Are (Billy Joel song)_613D602FEC3231DC,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,America's Best Dance Crew (season 6)_D66250D1D660BE41,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,The Voice (U.S. season 13)_556B5C56673E86ED,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,I Want You to Want Me_2F2615C8649BC6E,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,How Come U Don't Call Me Anymore?_4B509AB1A6D5FCEB,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,I'm into Something Good_BEB5767406CF3B73,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,I Know Why (And So Do You)_54A25A6725152FF6,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Hunter Street (TV series)_B529ECD8B7420FC1,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Terry Fator_6D434CC1B4C92F8A,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Tell It Like It Is (song)_7EF7E4B784F86FC5,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Live Aid_ECA3A427064441FE,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,There Ain't Nothin' Wrong with the Radio_134430CB821815BB,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,I Heard It Through the Grapevine_481085EE57F033A7,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,White Rabbit (song)_47C07EF243C71BDB,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,List of political parties in Australia_B9FA67D1875A1377,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,In the Ghetto_A170870F358506C4,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Love Won't Let Me Wait_8777436C174ECE4D,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,"""Heroes"" (David Bowie song)_B70F39A8160D0318",The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Walk This Way_D549F9FB8F37D65C,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,This Is Your Life (song)_5801A039E8D72922,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,The Getaway World Tour_5397766EAE783D3A,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,All the Way Up (Fat Joe and Remy Ma song)_F5974F6DAA6BBE3B,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Hero (Mariah Carey song)_B909773B154C041C,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Faith of the Heart_ECE985592C100735,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Whatever You Like_A00F69DAD4F2DC8D,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,She Thinks I Still Care_DB5467D529F83F58,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Mercy Mercy Me (The Ecology)_F0CB113BE01B921C,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,The Glenn Miller Story_A8790BFCA4587575,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Home Alone_B70E8325F6B09083,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Avatar: The Last Airbender_18FA2C87888F338E,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Brad Dourif_9FE2C373D832078F,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Invader Zim_4E9165A05365A50C,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Rio (song)_92829E76C4F4A436,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Benjamin Orr_995BB6E8C502C580,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Glenn Miller_7526D8F75257E432,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,United Kingdom in the Eurovision Song Contest_B84D09226B6E60B3,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,The Black Eyed Peas_7389F3DF1703165B,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,America's Got Talent_C1C6372C17C472FE,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Clint Eastwood discography_170D98ADD1A70B1D,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,The Onion Song_F0CB113BE01B921C,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,One More Day (Diamond Rio song)_D0289F7E76C1E768,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,List of Power Rangers episodes_15F2FF9A4E86E533,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Sam & Cat_205F11528112886,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,It's Gonna Take a Miracle_8777436C174ECE4D,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,At Last_A8790BFCA4587575,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Stories We Could Tell_63BA46EF630F2B3E,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Wake Up Little Susie_36F4BD09DCF85332,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,The Loud House_2B857A7D6B016661,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,I Guess That's Why They Call It the Blues_B881387C46C9A11C,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,As Told by Ginger_18FA2C87888F338E,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Clarissa Explains It All_18FA2C87888F338E,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Percy Jackson & the Olympians: The Lightning Thief_B70E8325F6B09083,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,"Fantasy (Earth, Wind & Fire song)_DA1B1319460CC624",The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,"September (Earth, Wind & Fire song)_CF6FA220D4396DA3",The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Your Song_8FC8BAD52EF7F7EF,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Till There Was You_2EB9F6D736E9F0F2,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,The Flash (season 4)_47BC0E1B23A1FB8B,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Legion (season 2)_7393370BD0A71C04,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Rise of the Teenage Mutant Ninja Turtles_4A9376FE88F7FF2A,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,I Don't Wanna Play House_DB5467D529F83F58,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,List of Superman enemies_C7679AC956811AC9,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,The Flash (season 4)_D836BD0B01DC4FDE,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Since I Fell for You_D3FA5BFFBAC6F0A6,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,I Wish (R. Kelly song)_1998265CAE1B3BC7,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,The King Is Gone (So Are You)_C8107648059A3CA,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Scandal (season 7)_50001D20347025DF,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Stevie Wonder_84EACD2C97D81247,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Even Flow_8F35D478E9750F1B,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,List of Running Man episodes (2018)_2269D609D1377314,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,My Life as a Teenage Robot_4A9376FE88F7FF2A,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Raindrops Keep Fallin' on My Head_BDC888DBAF2D0479,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,List of The Adventures of Jimmy Neutron: Boy Genius episodes_4A9376FE88F7FF2A,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Suspicious Minds_2F2615C8649BC6E,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,America's Next Top Model (cycle 21)_C716977218CC1132,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,I'm Still Standing_B881387C46C9A11C,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Kung Fu Panda: Legends of Awesomeness_4A9376FE88F7FF2A,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,List of Madagascar (franchise) characters_4A9376FE88F7FF2A,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,"Nicky, Ricky, Dicky & Dawn_4A9376FE88F7FF2A",The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Dust in the Wind_5A209209DED406B0,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Every Light in the House_AB0AC7A4C9BB213F,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Good Vibrations (Marky Mark and the Funky Bunch song)_83900F73688236ED,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,I've Been Loving You Too Long_856EF35E1B0E25ED,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Harry Potter and the Philosopher's Stone (film)_E51760FE38175FC9,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,(I'd Be) A Legend in My Time_6DC943E9D59BC9C1,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Teenage Mutant Ninja Turtles (2012 TV series)_2B857A7D6B016661,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Nature Boy_6051571EDDCA88F2,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,(Remember Me) I'm the One Who Loves You_95B3FA04E8876CD7,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Endless Love (song)_6EDB8DA52E7441DD,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Tiny Dancer_FBEFC3D96CF78423,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Your Song_FBEFC3D96CF78423,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,(They Long to Be) Close to You_BDC888DBAF2D0479,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Avengers: Age of Ultron_637DBD83B1ED4278,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Avengers: Age of Ultron_F3C934324DD401EE,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,(Remember Me) I'm the One Who Loves You_EB0C2C61DC544916,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Ed Sheeran_A95A33CAFFA20A7E,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Pearl Jam_F7302AD21572D54D,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,List of Power Rangers episodes_DA5010CBAD0262E3,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Time After Time (Cyndi Lauper song)_8CFDEC7FD75D04C8,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Quantum Leap_702609D2A453CE8D,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Royals (song)_9958D426369A3C6F,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Just Dance (song)_2B964BEAB6886AC2,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Only You (Yazoo song)_339B45E36416E415,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,One Direction_19471739CF2A662,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
who wrote the song i got the power,Reach Out I'll Be There_C369A8C9008C663B,The Power (Snap! song)_AB2D0BB6CAD916EE,"Benito Benites; John ""Virgo"" Garrett III; Toni C."
