query,top tables,target table,target answer
where was the last 10 summer olympic games held,The Vampire Diaries (season 8)_3E0F1DE2771F3F2B,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Daylight saving time by country_674DAF070420FC7D,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Windows 10 version history_249312B7CCB5C927,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of accolades received by The Last of Us_6F075AFAB2F096CE,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Cabinet Secretary of India_E163FD6EBF08500,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Founder's Day (The Vampire Diaries)_5DFA8734B435B821,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Six Flags Great Adventure_BE6E81E2734166B8,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,More of the Monkees_656F1C05871758A,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Lab Rats: Elite Force_CF0DEAA8EC666761,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,SEAL Team (TV series)_67DC0AD602C80A47,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Let the Right One In (The Vampire Diaries)_F11415B2A23E308C,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Pet Sounds_BE69F2A82C21F4EC,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,The Last of Us_EC3D1941B8C43223,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of Interstate Highways in New York_51ADD57FD64552DA,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Invictus Games_31D7863959BEF351,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Paralympic Games_31D7863959BEF351,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Westminster Abbey_8EBEB31BA0505042,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Commonwealth Games_AECEB19BF1539E0B,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Nordic Games_AECEB19BF1539E0B,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,God Only Knows_BE69F2A82C21F4EC,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Legion (season 2)_7393370BD0A71C04,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,The Last Airbender_524BCF692214E365,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,I'll Stand by You_4B0C132E66586D88,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Middle of the Road (song)_9CB3DFD4F777C229,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,NBC Olympic broadcasts_1F2AA2A21D55A7AC,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of school shootings in the United States_5098303B6FD6D637,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,I'm a Believer_656F1C05871758A,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Fire and Rain (song)_89498E9639ECC4AD,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,2012 Summer Olympics_4947A96F62BEA087,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Kenya at the Commonwealth Games_29D55906F2BED0AE,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Winter Paralympic Games_AECEB19BF1539E0B,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,CARE (relief agency)_BB62CA060CC051D9,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Badminton in India_9A13F69F1CFAAA52,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Boxing in India_9A13F69F1CFAAA52,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Kabaddi in India_9A13F69F1CFAAA52,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Last of the Summer Wine_E5B6200E2ADFBB59,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Super Smash Bros._DE61BA1D2FF18EFE,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,London sewerage system_CD757256C62CD40,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Survivor: Heroes v. Healers v. Hustlers_DBBC33A134C2937D,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Wouldn't It Be Nice_BE69F2A82C21F4EC,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,The Weather Channel_BB7B646C2B2C06E2,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Gang Beasts_53C536B556C646A6,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Agents of S.H.I.E.L.D. (season 5)_9395CE62B6A58478,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,National Games of Nepal_AECEB19BF1539E0B,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Dancing with the Stars (U.S. season 21)_57E7ACD5111C0936,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Theme from A Summer Place_39541F363F4C696C,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Ceremonial first pitch_6835EE007D870F01,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Auto racing_D661E07315E95E59,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of death row inmates in the United States_A40F8DA36E9A1D00,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Yuzuru Hanyu_1B957FE55566C572,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of multi-sport events_31D7863959BEF351,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of last survivors of historical events_3CD223556D7C6A5D,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Basketball at the Summer Olympics_F35FBAD23805B638,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Kinect_461F949A156F393E,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of Arrow episodes_5E4A82F4871AC129,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,North American Indigenous Games_AECEB19BF1539E0B,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of Olympic Games host cities_2947E3D2A4153FFB,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of Roman emperors_812770FD3B367791,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Japan at the Olympics_F7FA2EF7BAB7EC3F,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Peasants' Revolt_8EBEB31BA0505042,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Castle doctrine_3BE404546484A345,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,United States at the 2016 Summer Olympics_CFAF6DEEFAD1382C,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Roger Federer_92FB100DE4F7A16E,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Great Fire of London_8EBEB31BA0505042,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,2015 World Series_4EF0032CF813CF7B,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Rafael Nadal_83920A0E2BAAA31C,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Carowinds_4ACF19BDD70D660B,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,It's a Man's Man's Man's World_813BD21224D0E4BC,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Federal Reserve System_F4F2884542DAC123,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,2017 NFL season_6E751DCE08900D76,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Lacrosse_918E792668938D17,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,2016 Summer Olympics_3D8FCE76E80FECF9,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,I Know What You Did Last Summer (song)_682EEB9A686F8D1,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of Drop Dead Diva characters_7A8C45CF16A59780,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of serial killers in the United States_132819EBA2C9224E,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,1854 Broad Street cholera outbreak_8EBEB31BA0505042,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of the oldest buildings in the United States_A43004895AFB31A4,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Great Britain at the Olympics_8CD709D22D25C0AA,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Avatar: The Last Airbender – The Search_840CC1ECFC5722C4,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Avatar: The Last Airbender_97D5BCCCE2374EF0,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of school shootings in the United States_8967AEC153DBFB43,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Year_FC7690175D9F9254,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Selective Service System_5AF2B8B2A1A3F50,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Novak Djokovic_55D6320D7103B687,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of WWE Champions_4F98601D3796375,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Adam Ruins Everything_175B145BCD9DF828,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Bids for Olympic Games_BAB6C42A249A02F7,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,2015 World Series_40D544D85CE4697,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,South Africa at the Commonwealth Games_79337EE78633552F,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Lord's_1C1C9806404195D4,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,(I'm Not Your) Steppin' Stone_656F1C05871758A,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Miracle on Ice_30EE3D4BD260C313,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of American Crime episodes_F2847E686C9FBADC,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of heads of state of Mexico_8353DDA392E6344D,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Invictus Games_1AECBA27244D5429,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Paralympic Games_1AECBA27244D5429,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Super Smash Bros._49C1F09DCDD9D518,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,London_9312EA410EAB7459,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of Olympic medalists in curling_42A49462B9DDFED0,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,The Last: Naruto the Movie_858AF3E8F0811CEE,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Los Angeles bid for the 2024 Summer Olympics_2CCBA537A8B8EF80,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Arrietty_95F78B40F4640F90,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Dating the Bible_4F84E07EB4487AE0,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Avatar: The Last Airbender (season 1)_840CC1ECFC5722C4,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Avatar: The Last Airbender (season 3)_840CC1ECFC5722C4,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Family Guy (season 16)_1C91EBFBF0B3A487,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Winter Paralympic Games_1AECBA27244D5429,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Krista Allen_DF0C4A35DA27827C,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Xbox One_1CD07795554F6113,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Timeline of Roman history_4DC5755A1D6AD0DB,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Usain Bolt_B604EABD5AD194AA,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,List of historical tsunamis_8C94C64270AB499D,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Hogwarts staff_70C99E19EA7227D3,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,New Zealand at the Commonwealth Games_6E38F6EC4B070957,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,India at the Commonwealth Games_19D0BC44F02584E,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,National Games of Nepal_1AECBA27244D5429,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
where was the last 10 summer olympic games held,Fear the Walking Dead (season 3)_1A8792C8A9CA7238,List of Olympic Games host cities_A57C8BA9BE8AB379,Rio de Janeiro; London; Beijing; Athens; Sydney; Atlanta; Barcelona; Seoul; Los Angeles; Moscow
